  UP,Fri 2018-10-26 23:04:22,sammdu.com
  UP,Fri 2018-10-26 23:04:22,google.com
  UP,Fri 2018-10-26 23:04:23,cloudflare.com
DOWN,Fri 2018-10-26 23:04:23,linsly.org
  UP,Fri 2018-10-26 23:04:24,1.1.1.1
  UP,Fri 2018-10-26 23:04:24,1.0.0.1
  UP,Fri 2018-10-26 23:04:24,8.8.8.8
  UP,Fri 2018-10-26 23:04:24,8.8.4.4
  UP,Fri 2018-10-26 23:04:34,sammdu.com
  UP,Fri 2018-10-26 23:04:34,google.com
  UP,Fri 2018-10-26 23:04:34,cloudflare.com
DOWN,Fri 2018-10-26 23:04:34,linsly.org
  UP,Fri 2018-10-26 23:04:35,1.1.1.1
  UP,Fri 2018-10-26 23:04:35,1.0.0.1
  UP,Fri 2018-10-26 23:04:35,8.8.8.8
  UP,Fri 2018-10-26 23:04:35,8.8.4.4
  UP,Fri 2018-10-26 23:04:45,sammdu.com
  UP,Fri 2018-10-26 23:04:45,google.com
  UP,Fri 2018-10-26 23:04:45,cloudflare.com
DOWN,Fri 2018-10-26 23:04:46,linsly.org
  UP,Fri 2018-10-26 23:04:47,1.1.1.1
  UP,Fri 2018-10-26 23:04:47,1.0.0.1
  UP,Fri 2018-10-26 23:04:47,8.8.8.8
  UP,Fri 2018-10-26 23:04:47,8.8.4.4
  UP,Fri 2018-10-26 23:04:57,sammdu.com
  UP,Fri 2018-10-26 23:04:57,google.com
  UP,Fri 2018-10-26 23:04:57,cloudflare.com
DOWN,Fri 2018-10-26 23:04:57,linsly.org
  UP,Fri 2018-10-26 23:04:58,1.1.1.1
  UP,Fri 2018-10-26 23:04:58,1.0.0.1
  UP,Fri 2018-10-26 23:04:58,8.8.8.8
  UP,Fri 2018-10-26 23:04:58,8.8.4.4
  UP,Fri 2018-10-26 23:05:08,sammdu.com
  UP,Fri 2018-10-26 23:05:09,google.com
  UP,Fri 2018-10-26 23:05:09,cloudflare.com
DOWN,Fri 2018-10-26 23:05:09,linsly.org
  UP,Fri 2018-10-26 23:05:10,1.1.1.1
  UP,Fri 2018-10-26 23:05:10,1.0.0.1
  UP,Fri 2018-10-26 23:05:10,8.8.8.8
  UP,Fri 2018-10-26 23:05:10,8.8.4.4
  UP,Fri 2018-10-26 23:05:21,sammdu.com
  UP,Fri 2018-10-26 23:05:21,google.com
  UP,Fri 2018-10-26 23:05:21,cloudflare.com
DOWN,Fri 2018-10-26 23:05:21,linsly.org
  UP,Fri 2018-10-26 23:05:22,1.1.1.1
  UP,Fri 2018-10-26 23:05:22,1.0.0.1
  UP,Fri 2018-10-26 23:05:22,8.8.8.8
  UP,Fri 2018-10-26 23:05:22,8.8.4.4
  UP,Fri 2018-10-26 23:05:32,sammdu.com
  UP,Fri 2018-10-26 23:05:32,google.com
  UP,Fri 2018-10-26 23:05:32,cloudflare.com
DOWN,Fri 2018-10-26 23:05:33,linsly.org
  UP,Fri 2018-10-26 23:05:34,1.1.1.1
  UP,Fri 2018-10-26 23:05:34,1.0.0.1
  UP,Fri 2018-10-26 23:05:34,8.8.8.8
  UP,Fri 2018-10-26 23:05:34,8.8.4.4
  UP,Fri 2018-10-26 23:05:44,sammdu.com
  UP,Fri 2018-10-26 23:05:44,google.com
  UP,Fri 2018-10-26 23:05:44,cloudflare.com
DOWN,Fri 2018-10-26 23:05:44,linsly.org
  UP,Fri 2018-10-26 23:05:45,1.1.1.1
  UP,Fri 2018-10-26 23:05:45,1.0.0.1
  UP,Fri 2018-10-26 23:05:45,8.8.8.8
  UP,Fri 2018-10-26 23:05:45,8.8.4.4
  UP,Fri 2018-10-26 23:05:55,sammdu.com
  UP,Fri 2018-10-26 23:05:55,google.com
  UP,Fri 2018-10-26 23:05:55,cloudflare.com
DOWN,Fri 2018-10-26 23:05:56,linsly.org
  UP,Fri 2018-10-26 23:05:57,1.1.1.1
  UP,Fri 2018-10-26 23:05:57,1.0.0.1
  UP,Fri 2018-10-26 23:05:57,8.8.8.8
  UP,Fri 2018-10-26 23:05:57,8.8.4.4
  UP,Fri 2018-10-26 23:06:07,sammdu.com
  UP,Fri 2018-10-26 23:06:07,google.com
  UP,Fri 2018-10-26 23:06:07,cloudflare.com
DOWN,Fri 2018-10-26 23:06:07,linsly.org
  UP,Fri 2018-10-26 23:06:08,1.1.1.1
  UP,Fri 2018-10-26 23:06:08,1.0.0.1
  UP,Fri 2018-10-26 23:06:08,8.8.8.8
  UP,Fri 2018-10-26 23:06:08,8.8.4.4
  UP,Fri 2018-10-26 23:06:18,sammdu.com
  UP,Fri 2018-10-26 23:06:18,google.com
  UP,Fri 2018-10-26 23:06:18,cloudflare.com
DOWN,Fri 2018-10-26 23:06:19,linsly.org
  UP,Fri 2018-10-26 23:06:20,1.1.1.1
  UP,Fri 2018-10-26 23:06:20,1.0.0.1
  UP,Fri 2018-10-26 23:06:20,8.8.8.8
  UP,Fri 2018-10-26 23:06:20,8.8.4.4
